json,filename,region_id,reason
stucco/train/stucco_train.json,Pintura_0.9.jpg,431,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,432,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,433,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,434,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,435,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,436,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,437,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,438,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,439,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,440,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,441,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,442,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,443,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,444,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,0,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,1,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,2,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,3,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,4,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,5,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,6,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,7,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,8,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,9,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,10,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,11,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,12,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,13,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,14,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,15,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,16,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,17,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,18,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,19,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,20,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,21,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,22,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,23,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,24,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,25,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,26,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,27,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,28,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,29,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,30,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,31,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,32,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,37,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,38,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,39,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,40,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,41,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,42,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,43,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,44,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,45,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,46,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,47,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,48,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,49,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,50,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,51,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,52,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,53,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,54,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,55,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,56,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,57,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,58,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,59,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,60,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,61,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,62,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,63,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,64,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,65,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,66,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,67,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,68,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,69,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,70,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,71,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,83,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,84,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,85,too_few_points
stucco/train/stucco_train.json,Pintura_0.13.jpg,86,too_few_points
